,Model,Displ,Cyl,Trans,Drive,Fuel,Sales_Area,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,FE_Calc_Appr,City_MPG,Hwy_MPG,Cmb_MPG,Unadj_Cmb_MPG,Greenhouse_Gas_Score,SmartWay
827,FORD Explorer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,U2,8FMXT04.63BX,SUV,7,Drv,13,20,16,19.9678,4,no
828,FORD Explorer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,U2,8FMXT04.63EZ,SUV,7,Drv,13,20,16,19.9678,4,no
829,FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,U2,8FMXT04.63BX,SUV,7,Drv,13,19,15,18.9287,3,no
830,FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,U2,8FMXT04.63EZ,SUV,7,Drv,13,19,15,18.9287,3,no
831,FORD Explorer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,8FMXT04.63EZ,SUV,6,Drv,13,20,16,19.9678,4,no
832,FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,FA,B5,8FMXT04.63EZ,SUV,6,Drv,13,19,15,18.9287,3,no
833,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,B4,8FMXT04.03DB,pickup,7,Drv,14,20,16,20.8425,4,no
834,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,4WD,Gasoline,FA,B4,8FMXT04.03DB,pickup,7,Drv,13,19,15,19.6132,3,no
835,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,B4,8FMXT04.03DB,pickup,7,Drv,14,20,16,20.8425,4,no
836,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,4WD,Gasoline,CA,B4,8FMXT04.03DB,pickup,7,Drv,13,19,15,19.6132,3,no
837,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,U2,8FMXT04.63BX,pickup,7,Drv,13,20,16,19.9678,4,no
838,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,U2,8FMXT04.63EZ,pickup,7,Drv,13,20,16,19.9678,4,no
839,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,U2,8FMXT04.63BX,pickup,7,Drv,13,19,15,18.9287,3,no
840,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,U2,8FMXT04.63EZ,pickup,7,Drv,13,19,15,18.9287,3,no
841,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,8FMXT04.63EZ,pickup,6,Drv,13,20,16,19.9678,4,no
842,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,FA,B5,8FMXT04.63EZ,pickup,6,Drv,13,19,15,18.9287,3,no
843,FORD F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B4,8FMXT05.44D7,pickup,7,Drv,13,17,14,18.4942,2,no
844,FORD F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,FA,B4,8FMXT05.44D7,pickup,7,Drv,13,17,14,18.0737,2,no
845,FORD F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,CA,B4,8FMXT05.44D7,pickup,7,Drv,13,17,14,18.4942,2,no
846,FORD F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,CA,B4,8FMXT05.44D7,pickup,7,Drv,13,17,14,18.0737,2,no
847,FORD F150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8FMXT04.23A4,pickup,6,Drv,14,19,16,20.6141,4,no
848,FORD F150,4.2,(6 cyl),Man-5,2WD,Gasoline,CA,L2,8FMXT04.23A4,pickup,6,Drv,14,20,16,21.0511,4,no
849,FORD F150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8FMXT04.63AB,pickup,6,Drv,14,19,16,19.9725,4,no
850,FORD F150,4.6,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8FMXT04.63AB,pickup,6,Drv,13,17,14,18.6243,2,no
851,FORD F150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,B8,8FMXT04.23H4,pickup,3,Drv,14,19,16,20.6141,4,no
852,FORD F150,4.2,(6 cyl),Man-5,2WD,Gasoline,FA,B8,8FMXT04.23H4,pickup,3,Drv,14,20,16,21.0511,4,no
853,FORD F150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8FMXT04.63HB,pickup,3,Drv,14,19,16,19.9725,4,no
854,FORD F150,4.6,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8FMXT04.63HB,pickup,3,Drv,13,17,14,18.6243,2,no
855,FORD F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8FMXT05.44HA,pickup,3,Drv,13,17,14,18.4942,2,no
856,FORD F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8FMXT05.44HA,pickup,3,Drv,13,17,14,18.0737,2,no
857,FORD F150 FFV,5.4,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,8FMXT05.44E2,pickup,6/6,Drv,9/13,12/17,10/15,12.9165,4/3,no
858,FORD F150 FFV,5.4,(8 cyl),Auto-L4,2WD,ethanol/gas,FA,B8,8FMXT05.44HF,pickup,3/3,Drv,10/13,13/18,11/15,14.1779,5/3,no
859,FORD F150 FFV,5.4,(8 cyl),Auto-L4,4WD,ethanol/gas,FA,B8,8FMXT05.44HF,pickup,3/3,Drv,9/13,12/17,10/15,12.9165,4/3,no
860,FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B4,8FMXT05.43DP,pickup,7,Drv,14,19,15,19.8954,3,no
861,FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B4,8FMXT05.44D7,pickup,7,Drv,14,19,15,19.8954,3,no
862,FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,CA,B4,8FMXT05.43DP,pickup,7,Drv,14,19,15,19.8954,3,no
863,FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,CA,B4,8FMXT05.44D7,pickup,7,Drv,14,19,15,19.8954,3,no
864,FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8FMXT05.44HA,pickup,3,Drv,14,19,15,19.8954,3,no
865,FORD F150 STX SE FFV,5.4,(8 cyl),Auto-L4,2WD,ethanol/gas,FA,B8,8FMXT05.43HP,pickup,3/3,Drv,10/14,14/19,12/15,14.8766,6/3,no
866,FORD F150 STX SE FFV,5.4,(8 cyl),Auto-L4,2WD,ethanol/gas,FA,B8,8FMXT05.44HF,pickup,3/3,Drv,10/14,14/19,12/15,14.8766,6/3,no
867,FORD F150 Supercharged,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8S3XT05.4IBB,pickup,3,Drv,12,15,13,16.5908,1,no
900,FORD Focus,2.0,(4 cyl),Auto-L4,2WD,Gasoline,CA,S2,8FMXV02.0VZP,small car,9.5,Drv,24,33,28,36.5654,8,yes
901,FORD Focus,2.0,(4 cyl),Man-5,2WD,Gasoline,CA,S2,8FMXV02.0VZP,small car,9.5,Drv,24,35,28,37.0031,8,yes
902,FORD Focus,2.0,(4 cyl),Auto-L4,2WD,Gasoline,FA,B3,8FMXV02.0VZP,small car,8,Drv,24,33,28,36.5654,8,yes
903,FORD Focus,2.0,(4 cyl),Man-5,2WD,Gasoline,FA,B3,8FMXV02.0VZP,small car,8,Drv,24,35,28,37.0031,8,yes
904,FORD Focus,2.0,(4 cyl),Auto-L4,2WD,Gasoline,FC,B4,8FMXV02.0VD4,small car,7,Drv,24,33,28,36.5654,8,yes
905,FORD Focus,2.0,(4 cyl),Man-5,2WD,Gasoline,FC,B4,8FMXV02.0VD4,small car,7,Drv,24,35,28,37.0031,8,yes
906,FORD Fusion,2.3,(4 cyl),Auto-L5,2WD,Gasoline,CA,S2,8FMXV02.3VZT,midsize car,9.5,Drv,20,28,23,30.5711,7,yes
907,FORD Fusion,3.0,(6 cyl),Auto-L6,4WD,Gasoline,CA,U2,8FMXV03.0VEK,midsize car,7,Drv,17,25,20,25.3634,6,yes
908,FORD Fusion,3.0,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,8FMXV03.0VEK,midsize car,7,Drv,18,26,21,26.9331,6,yes
909,FORD Fusion,2.3,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,8FMXV02.3VEU,midsize car,6,Drv,20,28,23,30.5711,7,yes
910,FORD Fusion,2.3,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8FMXV02.3VEU,midsize car,6,Drv,20,29,23,30.7843,7,yes
911,FORD Fusion,3.0,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8FMXV03.0VEK,midsize car,6,Drv,17,25,20,25.3634,6,no
912,FORD Fusion,3.0,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8FMXV03.0VEK,midsize car,6,Drv,18,26,21,26.9331,6,no
913,FORD Mustang,4.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8FMXV04.0VER,small car,7,Drv,16,24,19,24.687,5,no
914,FORD Mustang,4.0,(6 cyl),Man-5,2WD,Gasoline,CA,U2,8FMXV04.0VER,small car,7,Drv,17,26,20,26.1385,6,yes
915,FORD Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,CA,U2,8FMXV04.6VBB,small car,7,Drv,15,22,18,22.8382,5,no
916,FORD Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,CA,U2,8FMXV04.6VBB,small car,7,Drv,15,23,18,23.2505,5,no
917,FORD Mustang,4.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8FMXV04.0VER,small car,6,Drv,16,24,19,24.687,5,no
918,FORD Mustang,4.0,(6 cyl),Man-5,2WD,Gasoline,FA,B5,8FMXV04.0VER,small car,6,Drv,17,26,20,26.1385,6,no
919,FORD Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,8FMXV05.4VEK,small car,6,Drv,15,22,18,22.8382,5,no
920,FORD Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,FA,B5,8FMXV05.4VEK,small car,6,Drv,15,23,18,23.2505,5,no
921,FORD Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,8FMXV05.4VEK,small car,6,Drv,15,22,18,22.8382,5,no
922,FORD Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,CA,L2,8FMXV05.4VEK,small car,6,Drv,15,23,18,23.2505,5,no
923,FORD Mustang,5.4,(8 cyl),Man-6,2WD,Gasoline,FA,B5,8FMXV05.4VEK,small car,6,Drv,14,20,16,20.4212,4,no
924,FORD Mustang,5.4,(8 cyl),Man-6,2WD,Gasoline,CA,L2,8FMXV05.4VEK,small car,6,Drv,14,20,16,20.4212,4,no
925,FORD Ranger,2.3,(4 cyl),Auto-L5,2WD,Gasoline,CA,U2,8FMXT02.31BA,pickup,7,Drv,19,24,21,26.8004,6,yes
926,FORD Ranger,2.3,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8FMXT02.31BA,pickup,7,Drv,21,26,23,30.3187,7,yes
927,FORD Ranger,3.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8FMXT03.01BK,pickup,7,Drv,15,20,17,21.5407,4,no
928,FORD Ranger,3.0,(6 cyl),Man-5,2WD,Gasoline,CA,U2,8FMXT03.01BK,pickup,7,Drv,16,22,18,23.4312,5,no
929,FORD Ranger,3.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8FMXT03.02BB,pickup,7,Drv,15,20,17,21.5407,4,no
930,FORD Ranger,3.0,(6 cyl),Man-5,2WD,Gasoline,CA,U2,8FMXT03.02BB,pickup,7,Drv,16,22,18,23.4312,5,no
931,FORD Ranger,3.0,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,8FMXT03.02BB,pickup,7,Drv,14,19,16,20.3064,4,no
932,FORD Ranger,3.0,(6 cyl),Man-5,4WD,Gasoline,CA,U2,8FMXT03.02BB,pickup,7,Drv,15,20,17,21.6567,4,no
933,FORD Ranger,2.3,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,8FMXT02.31EL,pickup,6,Drv,19,24,21,26.8004,6,no
934,FORD Ranger,2.3,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8FMXT02.31EL,pickup,6,Drv,21,26,23,30.3187,7,yes
935,FORD Ranger,3.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8FMXT03.01EM,pickup,6,Drv,15,20,17,21.5407,4,no
936,FORD Ranger,3.0,(6 cyl),Man-5,2WD,Gasoline,FA,B5,8FMXT03.01EM,pickup,6,Drv,16,22,18,23.4312,5,no
937,FORD Ranger,3.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8FMXT03.02EH,pickup,6,Drv,15,20,17,21.5407,4,no
938,FORD Ranger,3.0,(6 cyl),Man-5,2WD,Gasoline,FA,B5,8FMXT03.02EH,pickup,6,Drv,16,22,18,23.4312,5,no
939,FORD Ranger,3.0,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8FMXT03.02EH,pickup,6,Drv,14,19,16,20.3064,4,no
940,FORD Ranger,3.0,(6 cyl),Man-5,4WD,Gasoline,FA,B5,8FMXT03.02EH,pickup,6,Drv,15,20,17,21.6567,4,no
941,FORD Ranger,4.0,(6 cyl),Man-5,2WD,Gasoline,FA,B5,8FMXT04.02EG,pickup,6,Drv,15,20,17,21.7508,4,no
942,FORD Ranger,4.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8FMXT04.02EG,pickup,6,Drv,15,20,17,21.8343,4,no
943,FORD Ranger,4.0,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8FMXT04.02EG,pickup,6,Drv,14,17,15,19.318,3,no
944,FORD Ranger,4.0,(6 cyl),Man-5,4WD,Gasoline,FA,B5,8FMXT04.02EG,pickup,6,Drv,15,19,16,21.2167,4,no
945,FORD Ranger,4.0,(6 cyl),Man-5,2WD,Gasoline,CA,L2,8FMXT04.02EG,pickup,6,Drv,15,20,17,21.7508,4,no
946,FORD Ranger,4.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,8FMXT04.02EG,pickup,6,Drv,15,20,17,21.8343,4,no
947,FORD Ranger,4.0,(6 cyl),Auto-L5,4WD,Gasoline,CA,L2,8FMXT04.02EG,pickup,6,Drv,14,17,15,19.318,3,no
948,FORD Ranger,4.0,(6 cyl),Man-5,4WD,Gasoline,CA,L2,8FMXT04.02EG,pickup,6,Drv,15,19,16,21.2167,4,no
949,FORD Taurus,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,S2,8FMXV03.51ZL,large car,9.5,Drv,17,24,19,24.8679,5,no
950,FORD Taurus,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,S2,8FMXV03.51ZL,large car,9.5,Drv,18,28,22,28.0113,6,yes
951,FORD Taurus,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8FMXV03.5VEP,large car,6,Drv,17,24,19,24.8679,5,no
952,FORD Taurus,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8FMXV03.5VEP,large car,6,Drv,18,28,22,28.0113,6,no
953,FORD Taurus X,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,S2,8FMXV03.51ZL,SUV,9.5,Drv,16,24,19,24.5555,5,no
954,FORD Taurus X,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,S2,8FMXV03.51ZL,SUV,9.5,Drv,15,22,18,22.8389,5,no
955,FORD Taurus X,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8FMXV03.5VEP,SUV,6,Drv,16,24,19,24.5555,5,no
956,FORD Taurus X,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8FMXV03.5VEP,SUV,6,Drv,15,22,18,22.8389,5,no
963,GMC Acadia,3.6,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
964,GMC Acadia,3.6,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,22,18,17.9652,5,no
965,GMC Acadia,3.6,(6 cyl),Auto-L6,2WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
966,GMC Acadia,3.6,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,22,18,17.9652,5,no
967,GMC Canyon,2.9,(4 cyl),Man-5,2WD,Gasoline,FC,B4,8GMXT02.9190,pickup,7,Drv,18,24,20,20.0312,6,yes
968,GMC Canyon,2.9,(4 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT02.9190,pickup,7,Drv,18,24,20,20.2206,6,yes
969,GMC Canyon,2.9,(4 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT02.9190,pickup,7,Drv,18,24,20,20.2891,6,yes
970,GMC Canyon,2.9,(4 cyl),Man-5,4WD,Gasoline,FC,B4,8GMXT02.9190,pickup,7,Drv,16,22,18,18.2998,5,no
971,GMC Canyon,2.9,(4 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT02.9190,pickup,7,Drv,17,22,19,19.0716,5,no
972,GMC Canyon,3.7,(5 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT03.7188,pickup,7,Drv,16,22,18,18.0947,5,no
973,GMC Canyon,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT03.7188,pickup,7,Drv,15,20,17,16.742,4,no
974,GMC Canyon,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT03.7188,pickup,7,Drv,15,21,17,16.9349,4,no
975,GMC Canyon,2.9,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8GMXT02.9189,pickup,6,Drv,18,24,20,20.0312,6,no
976,GMC Canyon,2.9,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT02.9189,pickup,6,Drv,18,24,20,20.2206,6,no
977,GMC Canyon,2.9,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT02.9189,pickup,6,Drv,18,24,20,20.2891,6,no
978,GMC Canyon,2.9,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8GMXT02.9189,pickup,6,Drv,16,22,18,18.2998,5,no
979,GMC Canyon,2.9,(4 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT02.9189,pickup,6,Drv,17,22,19,19.0716,5,no
980,GMC Canyon,3.7,(5 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT03.7187,pickup,6,Drv,14,18,15,15.0478,3,no
981,GMC Canyon,3.7,(5 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT03.7187,pickup,6,Drv,16,22,18,18.0947,5,no
982,GMC Canyon,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT03.7187,pickup,6,Drv,15,20,17,16.742,4,no
983,GMC Canyon,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT03.7187,pickup,6,Drv,15,21,17,16.9349,4,no
984,GMC Envoy,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT04.2186,SUV,7,Drv,14,20,16,16.4085,4,no
985,GMC Envoy,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT04.2186,SUV,7,Drv,14,20,16,16.0009,4,no
986,GMC Envoy,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT04.2185,SUV,6,Drv,14,20,16,16.4085,4,no
987,GMC Envoy,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT04.2185,SUV,6,Drv,14,20,16,16.0009,4,no
988,GMC Envoy,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,14,20,17,16.5272,4,no
989,GMC Envoy,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,13,19,16,15.5346,4,no
990,GMC Envoy,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,14,20,17,16.5272,4,no
991,GMC Envoy,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,13,19,16,15.5346,4,no
992,GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,8GMXT05.3373,van,6/6,Drv,9/12,12/16,10/14,10.2922,4/2,no
993,GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,8GMXT05.3373,van,6/6,Drv,9/12,12/16,10/14,10.3172,4/2,no
994,GMC Savana 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT04.3186,van,6,Drv,15,20,17,16.8172,4,no
995,GMC Savana 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT04.3186,van,6,Drv,15,20,17,16.8172,4,no
996,GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,12,16,14,13.8375,2,no
997,GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,12,16,14,13.8612,2,no
998,GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,13,17,15,14.8322,3,no
999,GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,14,18,15,15.2051,3,no
1002,GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,12,16,14,13.8375,2,no
1003,GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,12,16,14,13.8612,2,no
1004,GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,13,17,15,14.8322,3,no
1005,GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,14,18,15,15.2051,3,no
1008,GMC Savana 2500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,8GMXT05.3373,van,6/6,Drv,10/13,12/17,11/15,10.8163,5/3,no
1009,GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,8GMXT05.3373,van,6/6,Drv,9/12,12/16,10/14,10.3172,4/2,no
1010,GMC Savana 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT04.3186,van,6,Drv,15,20,17,16.8172,4,no
1011,GMC Savana 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT04.3186,van,6,Drv,15,20,17,16.8172,4,no
1012,GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,12,16,14,13.8612,2,no
1013,GMC Savana 2500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,13,17,15,14.8322,3,no
1014,GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,14,18,15,15.2051,3,no
1016,GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,12,16,14,13.8612,2,no
1017,GMC Savana 2500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,13,17,15,14.8322,3,no
1018,GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,14,18,15,15.2051,3,no
1038,GMC Sierra 15,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B4,8GMXT05.3381,pickup,7/7,Drv,11/15,15/20,13/17,12.5186,6/4,no
1039,GMC Sierra 15,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B4,8GMXT05.3381,pickup,7/7,Drv,11/14,14/19,12/16,12.0921,6/4,no
1040,GMC Sierra 15,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT05.3380,pickup,7,Drv,14,19,16,15.7911,4,no
1041,GMC Sierra 15,4.8,(8 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT05.3380,pickup,7,Drv,14,18,16,15.5767,4,no
1042,GMC Sierra 15,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT05.3380,pickup,7,Drv,15,20,17,16.7789,4,no
1043,GMC Sierra 15,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT05.3380,pickup,7,Drv,14,19,16,16.0633,4,no
1044,GMC Sierra 15,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT06.0383,pickup,7,Drv,13,18,15,14.6046,3,no
1045,GMC Sierra 15,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT06.0383,pickup,7,Drv,13,17,14,14.4227,2,no
1046,GMC Sierra 15,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,8GMXT05.3373,pickup,6/6,Drv,11/15,15/20,13/17,12.5186,6/4,no
1047,GMC Sierra 15,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,8GMXT05.3373,pickup,6/6,Drv,11/14,14/19,12/16,12.0921,6/4,no
1048,GMC Sierra 15,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT04.3186,pickup,6,Drv,15,20,17,16.963,4,no
1049,GMC Sierra 15,4.3,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT04.3186,pickup,6,Drv,14,18,15,15.3576,3,no
1050,GMC Sierra 15,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT04.3186,pickup,6,Drv,15,20,17,16.963,4,no
1051,GMC Sierra 15,4.3,(6 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT04.3186,pickup,6,Drv,14,18,15,15.3576,3,no
1052,GMC Sierra 15,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,pickup,6,Drv,14,19,16,15.7911,4,no
1053,GMC Sierra 15,4.8,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT05.3384,pickup,6,Drv,14,18,16,15.5767,4,no
1054,GMC Sierra 15,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT06.2382,pickup,6,Drv,13,18,15,14.6046,3,no
1055,GMC Sierra 15,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT06.2382,pickup,6,Drv,13,17,14,14.4227,2,no
1056,GMC Sierra 15,6.0,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT06.2382,pickup,6,Drv,13,18,15,14.6046,3,no
1057,GMC Sierra 15,6.2,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,8GMXT06.2382,pickup,6,Drv,12,19,15,18.7774,3,no
1058,GMC Sierra 15,6.2,(8 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXT06.2382,pickup,6,Drv,12,18,14,14.3143,2,no
